Bahrain,27-03-2020,30506,227,0.74
Bangladesh,29-03-2020,1076,48,4.46
Belarus,30-03-2020,30000,152,0.51
Belgium,18-03-2020,18360,1486,8.09
Bolivia,19-03-2020,591,97,16.41
Bosnia and Herzegovina,30-03-2020,2603,368,14.14
Brazil,18-03-2020,45708,428,0.94
Canada,30-03-2020,225705,7424,3.29
Canada:  Alberta,30-03-2020,46057,690,1.5
Canada:  British Columbia,30-03-2020,42028,970,2.31
Canada:  Manitoba,30-03-2020,8550,96,1.12
Canada:  New Brunswick,30-03-2020,3234,68,2.1
Canada:  Newfoundland and Labrador,30-03-2020,2333,135,5.79
Canada:  Northwest Territories,30-03-2020,833,1,0.12
Canada:  Nova Scotia,30-03-2020,5172,127,2.46
Canada:  Ontario,30-03-2020,48461,1706,3.52
Canada:  Prince Edward Island,30-03-2020,608,18,2.96
Canada:  Quebec,30-03-2020,59715,3430,5.74
Canada:  Saskatchewan,30-03-2020,9311,176,1.89
Canada:  Yukon,30-03-2020,598,5,0.84
Chile,27-03-2020,32096,2449,7.63
China:  Guangdong,20-02-2020,320000,82276,25.71
Colombia,29-03-2020,12216,702,5.75
Costa Rica,27-03-2020,3046,263,8.63
Croatia,30-03-2020,6404,860,13.43
Czechia,30-03-2020,48811,3001,6.15
Denmark,31-03-2020,28230,2994,10.61
Ecuador,29-03-2020,6615,1835,27.74
Estonia,31-03-2020,12401,745,6.01
Finland,28-03-2020,18000,1163,6.46
France,24-03-2020,101046,20068,19.86
Germany,22-03-2020,483295,36508,7.55
Greece,30-03-2020,15961,1212,7.59
Grenada,19-03-2020,18,0,0
Hong Kong,30-03-2020,90000,682,0.76
Hungary,30-03-2020,13301,447,3.36
Iceland,30-03-2020,16484,1086,6.59
India,31-03-2020,42788,1251,2.92
Indonesia,30-03-2020,6534,1414,21.64
Iran,22-03-2020,80000,21638,27.05
Ireland,24-03-2020,17992,1329,7.39
Israel,30-03-2020,66461,4372,6.58
Italy,30-03-2020,477359,101739,21.31
Italy:  Emilia-Romagna,27-03-2020,47798,11588,24.24
Italy:  Liguria,27-03-2020,7804,2696,34.55
Italy:  Lombardy,27-03-2020,95860,37298,38.91
Italy:  Marche,27-03-2020,9060,3196,35.28
Italy:  Piedmont,27-03-2020,19705,7092,35.99
Italy:  Tuscany,27-03-2020,23746,3450,14.53
Italy:  Veneto,30-03-2020,99941,8724,8.73
Jamaica,27-03-2020,250,30,12
Japan,31-03-2020,32497,1953,6.01
Japan:  Tokyo,27-03-2020,2269,299,13.18
Kazakhstan,13-03-2020,5093,,
Kyrgyzstan,31-03-2020,8186,107,1.31
Latvia,30-03-2020,14313,376,2.63
Lithuania,31-03-2020,11280,533,4.73
Malaysia,27-03-2020,24168,2161,8.94
Malta,27-03-2020,4462,139,3.12
Mexico,28-03-2020,8552,993,11.61
Montenegro,30-03-2020,834,105,12.59
Nepal,30-03-2020,993,5,0.5
Netherlands,26-03-2020,46810,7705,16.46
New Zealand,31-03-2020,21384,600,2.81
North Macedonia,29-03-2020,3126,285,9.12
Norway,29-03-2020,85136,4102,4.82
Pakistan,30-03-2020,14748,1625,11.02
Palestine,16-03-2020,2519,,
Panama,27-03-2020,4856,674,13.88
Peru,27-03-2020,12669,852,6.73
Philippines,31-03-2020,3938,2084,52.92
Poland,31-03-2020,51419,2132,4.15
Portugal,29-03-2020,38042,5962,15.67
Romania,31-03-2020,24654,2245,9.11
Russia,30-03-2020,536669,1836,0.34
Serbia,30-03-2020,3084,785,25.45
Singapore,25-03-2020,39000,558,1.43
Slovakia,29-03-2020,7532,336,4.46
Slovenia,28-03-2020,20753,737,3.55
South Africa,29-03-2020,35593,1280,3.6
South Korea,31-03-2020,410564,9786,2.38
Spain,21-03-2020,355000,24926,7.02
Sweden,25-03-2020,24500,2510,10.24
Switzerland,29-03-2020,111000,14336,12.92
Taiwan,31-03-2020,31800,322,1.01
Thailand,30-03-2020,17829,1524,8.55
Trinidad and Tobago,27-03-2020,453,66,14.57
Turkey,30-03-2020,76981,10827,14.06
Ukraine,30-03-2020,2264,480,21.2
United Arab Emirates,29-03-2020,220000,570,0.26
United Kingdom,29-03-2020,127737,19522,15.28
United States (unofficial tracking),30-03-2020,1010236,160530,15.89
United States:  California,30-03-2020,83800,5763,6.88
United States:  Florida,30-03-2020,56702,5704,10.06
United States:  Louisiana,30-03-2020,34104,4025,11.8
United States:  New York,30-03-2020,186468,66497,35.66
United States:  New Jersey,30-03-2020,35602,13386,37.6
United States:  Michigan,30-03-2020,17379,5486,31.57
United States:  Texas,30-03-2020,35880,2877,8.02
United States:  Washington,29-03-2020,65462,4896,7.48
Uruguay,24-03-2020,1538,189,12.29
Vietnam,31-03-2020,35808,207,0.58
